ID_Venta;Fecha;Hora;Sucursal;Nombre_Producto;Categoría_Producto;Tamaño;Cantidad;Precio_Unitario;Total_Venta;Método_de_Compra;Método_de_Pago;Cliente_Miembro;Descuento_Miembro;Promoción_Aplicada;Empleado_Atendió;Turno;Demora_Preparación_Min;Satisfacción_Cliente;Stock_Antes;Stock_Después
VTA00438;27/1/2025;15:37;Calle San Lorenzo 47;Mix de Frutos Secos;Snacks;;2;831.56;1663.12;Delivery;Tarjeta;Sí;15;Ninguna;Marcos;Tarde;6.7;3;46;44
VTA00439;14/2/2025;20:03;Córdoba Shopping;Muffin de Arándanos;Bakery;;1;1243.4;1243.4;Take Away;App;Sí;0;2x1;Sofía;Tarde;10.8;4;10;9
VTA00440;20/1/2025;20:38;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Tall;1;1864.07;1864.07;Take Away;App;Sí;10;Combo;Marcos;Mañana;3.4;2;45;44
VTA00441;7/2/2025;07:06;Avenida Colón 608;Moneda de Chocolate;Snacks;;1;1092.85;1092.85;Delivery;App;No;0;2x1;Luis;Noche;12.3;5;25;24
VTA00442;21/2/2025;07:12;Córdoba Shopping;Vainilla Latte Helado;Bebida Espresso Helada;Grande;5;1601.11;8005.55;Delivery;Tarjeta;No;0;2x1;Florencia;Mañana;8.3;5;22;17
VTA00443;25/1/2025;08:40;San Lorenzo 25, Nueva Córdoba;Espresso Roast;Café en Granos;;2;2490.65;4981.3;Take Away;Tarjeta;No;0;Ninguna;Sofía;Noche;12.2;3;48;46
VTA00444;25/2/2025;17:23;San Lorenzo 25, Nueva Córdoba;Latte Macchiato;Bebida Espresso Caliente;Pequeño;1;1294.52;1294.52;Take Away;Tarjeta;Sí;0;Happy Hour;Camila;Tarde;5.9;4;43;42
VTA00445;13/1/2025;18:44;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Venti;2;2008.49;4016.98;Delivery;Tarjeta;No;0;Happy Hour;Sofía;Mañana;4.2;2;29;27
VTA00446;31/3/2025;14:51;Calle San Lorenzo 47;Té Helado de Hibiscus;Té Helado;;3;1412.84;4238.52;En tienda;App;Sí;0;Ninguna;Sofía;Tarde;13.3;4;47;44
VTA00447;9/4/2025;12:34;Córdoba Shopping;Té Verde;Té Caliente;;5;1031.35;5156.75;Delivery;Tarjeta;Sí;15;Happy Hour;Luis;Mañana;3.7;1;44;39
VTA00448;21/2/2025;17:46;Córdoba Shopping;Espresso Roast;Café en Granos;;4;2370.72;9482.88;Delivery;App;No;0;Happy Hour;Sofía;Noche;5.4;4;29;25
VTA00449;2/3/2025;14:09;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;1;1190.98;1190.98;Take Away;Tarjeta;Sí;0;Ninguna;Julián;Noche;7.3;5;40;39
VTA00450;25/1/2025;18:23;Calle San Lorenzo 47;Moneda de Chocolate;Snacks;;1;779.69;779.69;En tienda;Tarjeta;Sí;0;Ninguna;Florencia;Noche;6.7;3;21;20
VTA00451;30/1/2025;17:47;Avenida Colón 608;Té Verde;Té Caliente;;2;1371.68;2743.36;Delivery;App;No;0;Combo;Florencia;Tarde;12.8;2;44;42
VTA00452;28/3/2025;15:47;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;3;1578.56;4735.68;Take Away;App;No;0;Ninguna;Florencia;Mañana;7.7;3;40;37
VTA00453;11/2/2025;17:02;Córdoba Shopping;Té Verde en Hebras;Té;;2;1877.77;3755.54;En tienda;Tarjeta;Sí;15;2x1;Marcos;Noche;14.4;3;22;20
VTA00454;8/1/2025;14:41;Calle San Lorenzo 47;Mocha Blanco;Bebida Espresso Caliente;Grande;4;1371.56;5486.24;Take Away;Tarjeta;Sí;10;2x1;Sofía;Mañana;9.2;4;36;32
VTA00455;2/1/2025;16:24;Córdoba Shopping;House Blend;Café en Granos;;4;2920.32;11681.28;En tienda;App;No;0;2x1;Sofía;Mañana;4.1;2;35;31
VTA00456;16/2/2025;07:57;Avenida Colón 608;Té Helado de Hibiscus;Té Helado;;3;1555.82;4667.46;Take Away;Tarjeta;No;0;2x1;Camila;Noche;12.9;3;43;40
VTA00457;3/2/2025;11:33;Avenida Colón 608;Latte;Bebida Espresso Caliente;Pequeño;3;1385.62;4156.86;En tienda;Efectivo;Sí;10;Happy Hour;Florencia;Tarde;8.9;4;46;43
VTA00458;3/3/2025;11:32;Córdoba Shopping;Mix de Frutos Secos;Snacks;;4;1108.94;4435.76;Delivery;App;Sí;15;Happy Hour;Florencia;Tarde;14.8;2;49;45
VTA00459;31/1/2025;13:07;Calle San Lorenzo 47;Espresso Roast;Café en Granos;;4;2831.93;11327.72;Delivery;App;Sí;15;Ninguna;Camila;Mañana;14.9;2;48;44
VTA00460;1/3/2025;19:02;Calle San Lorenzo 47;Té Helado de Hibiscus;Té Helado;;3;1252.44;3757.32;En tienda;Tarjeta;Sí;15;Ninguna;Marcos;Tarde;4.4;3;20;17
VTA00461;16/2/2025;16:00;San Lorenzo 25, Nueva Córdoba;Té Verde en Hebras;Té;;1;2167.8;2167.8;Delivery;App;No;0;Ninguna;Julián;Noche;4.8;5;47;46
VTA00462;15/1/2025;07:49;Calle San Lorenzo 47;Té Verde en Hebras;Té;;4;1689.71;6758.84;Take Away;Tarjeta;Sí;15;2x1;Sofía;Mañana;2.9;1;30;26
VTA00463;13/4/2025;11:33;Calle San Lorenzo 47;Té Chai Latte;Té Caliente;;5;1290.74;6453.7;Delivery;App;No;0;2x1;Luis;Noche;13.2;4;24;19
VTA00464;13/3/2025;09:17;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;4;1402.81;5611.24;Take Away;Tarjeta;Sí;10;Happy Hour;Luis;Tarde;11.9;4;29;25
VTA00465;14/4/2025;09:23;Calle San Lorenzo 47;Caramel Frappuccino;Frappuccino;Grande;5;1880.2;9401.0;En tienda;Tarjeta;Sí;15;Combo;Luis;Tarde;6.3;5;31;26
VTA00466;12/2/2025;19:45;Calle San Lorenzo 47;Taza Edición Especial;Merchandising;;2;3116.49;6232.98;Take Away;Tarjeta;Sí;0;Ninguna;Luis;Mañana;12.5;3;37;35
VTA00467;8/4/2025;16:39;Avenida Colón 608;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Grande;3;1438.4;4315.2;En tienda;Efectivo;Sí;15;Happy Hour;Sofía;Noche;7.6;1;38;35
VTA00468;12/4/2025;09:00;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;4;1270.93;5083.72;En tienda;Tarjeta;Sí;10;Happy Hour;Luis;Tarde;14.7;3;32;28
VTA00469;18/1/2025;09:37;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Tall;4;1996.17;7984.68;En tienda;App;Sí;10;Ninguna;Camila;Noche;3.8;3;31;27
VTA00470;13/2/2025;08:43;Calle San Lorenzo 47;Termo Reutilizable;Merchandising;;5;3203.98;16019.9;En tienda;App;Sí;0;Combo;Camila;Tarde;7.8;3;28;23
VTA00471;9/2/2025;13:38;San Lorenzo 25, Nueva Córdoba;Moneda de Chocolate;Snacks;;2;1111.1;2222.2;En tienda;Efectivo;Sí;15;2x1;Julián;Tarde;6.5;4;42;40
VTA00472;4/1/2025;20:24;Calle San Lorenzo 47;Americano;Bebida Espresso Caliente;Grande;5;1364.91;6824.55;En tienda;Efectivo;No;0;2x1;Camila;Noche;9.5;5;45;40
VTA00473;23/3/2025;10:17;Avenida Colón 608;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Tall;3;1583.24;4749.72;En tienda;App;Sí;10;Happy Hour;Luis;Mañana;3.1;5;31;28
VTA00474;8/2/2025;12:15;San Lorenzo 25, Nueva Córdoba;Espresso Roast;Café en Granos;;3;2832.94;8498.82;Take Away;Tarjeta;Sí;0;Ninguna;Sofía;Noche;13.0;2;24;21
VTA00475;4/3/2025;14:39;Córdoba Shopping;Caramel Frappuccino;Frappuccino;Pequeño;3;1608.05;4824.15;En tienda;App;Sí;0;Ninguna;Camila;Tarde;6.3;3;12;9
VTA00476;29/1/2025;09:01;Calle San Lorenzo 47;Termo Reutilizable;Merchandising;;5;2958.18;14790.9;Delivery;Efectivo;Sí;15;2x1;Florencia;Mañana;14.2;1;39;34
VTA00477;27/2/2025;12:32;San Lorenzo 25, Nueva Córdoba;Latte;Bebida Espresso Caliente;Grande;5;1282.67;6413.35;Take Away;Efectivo;Sí;0;Happy Hour;Luis;Tarde;5.7;2;47;42
VTA00478;17/1/2025;14:18;San Lorenzo 25, Nueva Córdoba;House Blend;Café en Granos;;5;2091.02;10455.1;En tienda;App;No;0;Happy Hour;Camila;Noche;14.3;5;33;28
VTA00479;1/3/2025;18:46;Córdoba Shopping;Croissant de Manteca;Bakery;;2;1045.12;2090.24;Delivery;Tarjeta;Sí;0;2x1;Florencia;Tarde;9.8;4;43;41
VTA00480;24/1/2025;09:23;Calle San Lorenzo 47;Latte Macchiato;Bebida Espresso Caliente;Pequeño;4;1324.24;5296.96;Delivery;App;No;0;Ninguna;Florencia;Tarde;2.1;2;42;38
VTA00481;28/1/2025;16:25;San Lorenzo 25, Nueva Córdoba;Latte Helado;Bebida Espresso Helada;Pequeño;1;1335.08;1335.08;En tienda;App;No;0;Happy Hour;Florencia;Mañana;10.9;1;38;37
VTA00482;2/2/2025;15:07;Calle San Lorenzo 47;Taza Edición Especial;Merchandising;;1;3283.82;3283.82;En tienda;Tarjeta;No;0;Ninguna;Sofía;Mañana;5.8;4;46;45
VTA00483;17/1/2025;18:14;Calle San Lorenzo 47;Té Verde en Hebras;Té;;5;1732.35;8661.75;En tienda;Tarjeta;No;0;2x1;Camila;Mañana;10.9;1;15;10
VTA00484;21/1/2025;12:04;Avenida Colón 608;Té Helado de Hibiscus;Té Helado;;3;1269.88;3809.64;Take Away;App;Sí;10;Combo;Marcos;Tarde;11.2;2;38;35
VTA00485;23/2/2025;18:19;San Lorenzo 25, Nueva Córdoba;Termo Reutilizable;Merchandising;;2;2789.11;5578.22;Delivery;App;Sí;10;Combo;Luis;Mañana;7.1;1;27;25
VTA00486;17/4/2025;13:12;Calle San Lorenzo 47;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Tall;5;1485.27;7426.35;Take Away;App;No;0;Ninguna;Julián;Mañana;12.0;2;19;14
VTA00487;17/3/2025;11:38;Avenida Colón 608;Cold Brew;Bebida Espresso Helada;Pequeño;2;1596.27;3192.54;En tienda;App;Sí;15;Combo;Marcos;Noche;7.1;1;34;32
VTA00488;25/1/2025;09:09;San Lorenzo 25, Nueva Córdoba;Té Helado de Hibiscus;Té Helado;;1;1647.42;1647.42;Take Away;Efectivo;Sí;10;Combo;Florencia;Noche;7.1;1;11;10
VTA00489;18/3/2025;12:49;Calle San Lorenzo 47;Latte Macchiato;Bebida Espresso Caliente;Grande;1;1290.52;1290.52;Take Away;Tarjeta;No;0;Ninguna;Camila;Tarde;13.2;4;36;35
VTA00490;4/3/2025;15:21;Calle San Lorenzo 47;Americano Helado;Bebida Espresso Helada;Pequeño;1;1615.79;1615.79;En tienda;App;Sí;0;Happy Hour;Sofía;Tarde;11.1;1;39;38
VTA00491;22/1/2025;09:47;Calle San Lorenzo 47;Té Chai Latte;Té Caliente;;1;1551.7;1551.7;Take Away;Tarjeta;No;0;Happy Hour;Florencia;Tarde;12.7;3;16;15
VTA00492;20/3/2025;20:02;San Lorenzo 25, Nueva Córdoba;Budín de Limón;Bakery;;4;908.1;3632.4;Take Away;Tarjeta;Sí;10;Combo;Julián;Mañana;13.8;4;43;39
VTA00493;8/3/2025;19:22;Córdoba Shopping;Cookie con Chips de Chocolate;Bakery;;5;1050.57;5252.85;En tienda;Efectivo;No;0;Happy Hour;Luis;Tarde;12.1;3;41;36
VTA00494;29/3/2025;20:12;Avenida Colón 608;Espresso Roast;Café en Granos;;5;2159.97;10799.85;Take Away;App;Sí;15;Combo;Julián;Tarde;15.0;1;19;14
VTA00495;5/3/2025;11:13;Avenida Colón 608;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Pequeño;1;1735.71;1735.71;En tienda;App;No;0;2x1;Camila;Noche;5.1;4;32;31
VTA00496;11/2/2025;12:45;Córdoba Shopping;Caramel Frappuccino;Frappuccino;Grande;4;1679.6;6718.4;Take Away;App;No;0;Ninguna;Marcos;Mañana;3.5;4;32;28
VTA00497;2/1/2025;16:58;Calle San Lorenzo 47;Vainilla Latte Helado;Bebida Espresso Helada;Grande;2;1312.1;2624.2;En tienda;Efectivo;No;0;2x1;Camila;Mañana;6.7;4;26;24
VTA00498;9/1/2025;08:32;Calle San Lorenzo 47;Cold Brew;Bebida Espresso Helada;Tall;2;1800.98;3601.96;Delivery;App;No;0;Happy Hour;Camila;Noche;5.4;3;40;38
VTA00499;10/4/2025;14:18;San Lorenzo 25, Nueva Córdoba;Taza Edición Especial;Merchandising;;5;3175.07;15875.35;En tienda;Tarjeta;No;0;Happy Hour;Florencia;Noche;14.9;2;38;33
VTA00500;13/2/2025;16:08;Córdoba Shopping;Té Verde en Hebras;Té;;4;2165.02;8660.08;Delivery;App;Sí;0;Happy Hour;Sofía;Tarde;3.1;4;32;28
VTA00501;3/2/2025;19:56;San Lorenzo 25, Nueva Córdoba;Cold Brew;Bebida Espresso Helada;Tall;3;1840.13;5520.39;Take Away;Efectivo;No;0;Happy Hour;Julián;Mañana;3.0;2;20;17
VTA00502;9/3/2025;20:43;Córdoba Shopping;Espresso Roast;Café en Granos;;2;2745.09;5490.18;Delivery;Tarjeta;Sí;15;2x1;Luis;Noche;7.3;1;41;39
VTA00503;8/2/2025;19:42;Avenida Colón 608;Moneda de Chocolate;Snacks;;5;988.18;4940.9;En tienda;App;No;0;Happy Hour;Sofía;Noche;13.3;5;50;45
VTA00504;21/1/2025;07:06;Calle San Lorenzo 47;Bagel Sandwich;Sándwiches;;4;1503.14;6012.56;Take Away;Tarjeta;No;0;Combo;Julián;Mañana;3.9;4;47;43
VTA00505;3/3/2025;11:39;San Lorenzo 25, Nueva Córdoba;Taza Edición Especial;Merchandising;;4;3349.78;13399.12;Take Away;Tarjeta;No;0;Combo;Marcos;Tarde;9.2;3;23;19
VTA00506;7/2/2025;20:38;Calle San Lorenzo 47;Americano Helado;Bebida Espresso Helada;Venti;4;1323.49;5293.96;Take Away;Tarjeta;Sí;10;2x1;Florencia;Tarde;4.5;1;23;19
VTA00507;17/4/2025;17:04;Avenida Colón 608;Café del Día;Bebida Espresso Caliente;Tall;5;1567.43;7837.15;Delivery;App;No;0;Happy Hour;Florencia;Mañana;14.8;5;19;14
VTA00508;1/2/2025;08:14;Calle San Lorenzo 47;Budín de Limón;Bakery;;1;1327.43;1327.43;Take Away;Efectivo;Sí;15;Combo;Marcos;Tarde;2.6;1;14;13
VTA00509;12/4/2025;20:35;Calle San Lorenzo 47;Fosforito de Jamón y Queso;Sándwiches;;4;1966.55;7866.2;Take Away;Tarjeta;No;0;2x1;Sofía;Mañana;7.4;1;27;23
VTA00510;24/2/2025;07:56;Córdoba Shopping;Latte Helado;Bebida Espresso Helada;Pequeño;3;1514.88;4544.64;Take Away;Tarjeta;No;0;Combo;Florencia;Mañana;7.1;5;19;16
VTA00511;28/1/2025;11:37;Avenida Colón 608;Mocha Blanco;Bebida Espresso Caliente;Venti;3;1702.5;5107.5;Delivery;Tarjeta;No;0;2x1;Luis;Mañana;7.8;5;26;23
VTA00512;12/2/2025;11:03;Calle San Lorenzo 47;Té Chai Latte;Té Caliente;;3;1342.27;4026.81;En tienda;Tarjeta;Sí;15;Combo;Julián;Tarde;11.2;2;39;36
VTA00513;13/3/2025;15:00;Calle San Lorenzo 47;Espresso Roast;Café en Granos;;4;2914.92;11659.68;En tienda;App;Sí;0;Ninguna;Camila;Mañana;4.7;4;12;8
VTA00514;11/3/2025;09:05;San Lorenzo 25, Nueva Córdoba;Americano;Bebida Espresso Caliente;Grande;3;1511.61;4534.83;Take Away;Tarjeta;Sí;10;2x1;Florencia;Tarde;4.2;3;27;24
VTA00515;25/3/2025;19:20;San Lorenzo 25, Nueva Córdoba;Té Verde en Hebras;Té;;4;1749.38;6997.52;Take Away;Tarjeta;No;0;Ninguna;Luis;Tarde;8.1;4;41;37
VTA00516;12/4/2025;12:07;San Lorenzo 25, Nueva Córdoba;Skinny Caramel Macchiato;Bebida Espresso Caliente;Venti;2;1404.02;2808.04;Delivery;Efectivo;No;0;Ninguna;Julián;Tarde;4.7;1;19;17
VTA00517;12/2/2025;11:30;Córdoba Shopping;Cookie con Chips de Chocolate;Bakery;;1;1326.9;1326.9;Take Away;Tarjeta;Sí;0;2x1;Florencia;Tarde;5.6;5;31;30
VTA00518;28/2/2025;17:34;Calle San Lorenzo 47;Fosforito de Jamón y Queso;Sándwiches;;1;1901.35;1901.35;En tienda;Tarjeta;No;0;2x1;Julián;Tarde;14.4;3;50;49
VTA00519;21/1/2025;19:18;Calle San Lorenzo 47;Budín de Limón;Bakery;;4;1141.51;4566.04;Take Away;Tarjeta;No;0;Combo;Luis;Noche;6.4;1;28;24
VTA00520;9/2/2025;17:24;San Lorenzo 25, Nueva Córdoba;Té Verde en Hebras;Té;;3;1617.39;4852.17;Take Away;App;No;0;Ninguna;Julián;Noche;10.5;4;23;20
VTA00521;19/1/2025;16:50;San Lorenzo 25, Nueva Córdoba;Budín de Limón;Bakery;;5;1234.53;6172.65;En tienda;Efectivo;No;0;Ninguna;Florencia;Mañana;10.7;2;36;31
VTA00522;4/1/2025;07:50;Calle San Lorenzo 47;House Blend;Café en Granos;;3;2412.99;7238.97;Delivery;Efectivo;No;0;Happy Hour;Camila;Noche;5.1;5;40;37
VTA00523;19/3/2025;14:57;San Lorenzo 25, Nueva Córdoba;Termo Reutilizable;Merchandising;;1;2604.42;2604.42;En tienda;Tarjeta;Sí;15;Combo;Marcos;Noche;2.8;1;29;28
VTA00524;10/2/2025;18:20;Avenida Colón 608;Americano;Bebida Espresso Caliente;Tall;1;1635.72;1635.72;Delivery;Efectivo;Sí;0;Ninguna;Florencia;Tarde;13.1;3;25;24
VTA00525;4/2/2025;14:28;San Lorenzo 25, Nueva Córdoba;Fosforito de Jamón y Queso;Sándwiches;;5;1665.82;8329.1;En tienda;App;Sí;0;2x1;Luis;Mañana;7.7;1;35;30
VTA00526;1/4/2025;09:54;San Lorenzo 25, Nueva Córdoba;Caramel Frappuccino;Frappuccino;Venti;2;2085.48;4170.96;En tienda;Tarjeta;No;0;Combo;Camila;Noche;6.4;3;32;30
VTA00527;22/3/2025;12:35;San Lorenzo 25, Nueva Córdoba;Té Helado de Hibiscus;Té Helado;;3;1294.81;3884.43;Take Away;Efectivo;No;0;Combo;Sofía;Noche;4.1;3;24;21
VTA00528;5/3/2025;12:54;Avenida Colón 608;Té Helado de Hibiscus;Té Helado;;4;1340.87;5363.48;En tienda;Efectivo;Sí;0;Combo;Sofía;Tarde;5.8;5;10;6
VTA00529;28/3/2025;08:58;Calle San Lorenzo 47;Té Verde;Té Caliente;;3;1434.23;4302.69;En tienda;Efectivo;No;0;Combo;Camila;Tarde;9.2;4;33;30
VTA00530;22/3/2025;20:43;San Lorenzo 25, Nueva Córdoba;Té Chai Latte;Té Caliente;;4;1485.86;5943.44;En tienda;Tarjeta;No;0;Combo;Sofía;Mañana;5.6;1;28;24
VTA00531;18/2/2025;17:39;Calle San Lorenzo 47;Bagel Sandwich;Sándwiches;;2;1659.77;3319.54;Take Away;App;Sí;0;Happy Hour;Julián;Tarde;12.1;5;18;16
VTA00532;6/1/2025;07:18;Avenida Colón 608;Croissant de Manteca;Bakery;;2;1032.82;2065.64;En tienda;Efectivo;No;0;2x1;Julián;Tarde;12.8;5;39;37
VTA00533;28/2/2025;18:42;San Lorenzo 25, Nueva Córdoba;Cookie con Chips de Chocolate;Bakery;;5;1003.75;5018.75;Delivery;Efectivo;No;0;Ninguna;Sofía;Tarde;9.0;2;24;19
VTA00534;15/3/2025;08:48;Calle San Lorenzo 47;Moneda de Chocolate;Snacks;;5;1009.05;5045.25;Take Away;Tarjeta;No;0;Combo;Marcos;Noche;7.6;2;36;31
VTA00535;18/3/2025;17:02;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Pequeño;2;1603.41;3206.82;Take Away;Efectivo;Sí;0;Happy Hour;Marcos;Noche;8.5;5;12;10
VTA00536;1/4/2025;20:42;Córdoba Shopping;Moneda de Chocolate;Snacks;;4;1161.18;4644.72;Delivery;Tarjeta;No;0;Ninguna;Sofía;Tarde;14.1;1;50;46
VTA00537;31/1/2025;14:00;San Lorenzo 25, Nueva Córdoba;Bagel Sandwich;Sándwiches;;3;1723.66;5170.98;Take Away;Efectivo;Sí;0;Combo;Julián;Mañana;3.0;4;46;43
VTA00538;25/2/2025;12:30;Córdoba Shopping;Flat White;Bebida Espresso Caliente;Venti;2;1262.52;2525.04;En tienda;App;Sí;10;Combo;Sofía;Mañana;8.5;2;14;12
VTA00539;31/1/2025;20:08;San Lorenzo 25, Nueva Córdoba;Té Verde;Té Caliente;;5;1444.08;7220.4;Delivery;Efectivo;No;0;Ninguna;Sofía;Mañana;14.4;2;15;10
VTA00540;5/3/2025;19:40;Córdoba Shopping;Té Helado de Hibiscus;Té Helado;;2;1181.41;2362.82;Delivery;App;Sí;10;Happy Hour;Florencia;Mañana;13.7;2;23;21
VTA00541;28/3/2025;07:03;Avenida Colón 608;Vainilla Latte Helado;Bebida Espresso Helada;Tall;5;1537.43;7687.15;En tienda;Efectivo;No;0;2x1;Camila;Tarde;8.9;1;48;43
VTA00542;29/1/2025;14:32;Calle San Lorenzo 47;Skinny Vainilla Latte;Bebida Espresso Caliente;Grande;1;1747.08;1747.08;En tienda;App;Sí;10;2x1;Julián;Noche;9.7;5;25;24
VTA00543;19/3/2025;16:28;San Lorenzo 25, Nueva Córdoba;Croissant de Manteca;Bakery;;4;1330.06;5320.24;Take Away;Tarjeta;Sí;10;Happy Hour;Luis;Noche;3.6;3;13;9
VTA00544;17/3/2025;07:24;Córdoba Shopping;Té Verde en Hebras;Té;;2;1606.65;3213.3;Take Away;Tarjeta;No;0;2x1;Camila;Noche;9.5;4;24;22
VTA00545;19/2/2025;09:01;Avenida Colón 608;Caramel Frappuccino;Frappuccino;Venti;1;2099.08;2099.08;Delivery;Efectivo;Sí;15;2x1;Luis;Mañana;14.6;4;48;47
VTA00546;14/3/2025;13:26;San Lorenzo 25, Nueva Córdoba;Cookie con Chips de Chocolate;Bakery;;4;1460.75;5843.0;Delivery;Tarjeta;Sí;10;2x1;Florencia;Noche;8.2;1;26;22
VTA00547;14/4/2025;07:58;Avenida Colón 608;Bagel Sandwich;Sándwiches;;2;1643.35;3286.7;Delivery;App;Sí;0;2x1;Luis;Tarde;5.9;4;14;12
VTA00548;10/2/2025;19:39;San Lorenzo 25, Nueva Córdoba;Té Helado de Hibiscus;Té Helado;;5;1631.15;8155.75;En tienda;App;Sí;10;Ninguna;Luis;Mañana;9.2;5;12;7
VTA00549;18/1/2025;09:33;Avenida Colón 608;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Tall;3;1780.91;5342.73;En tienda;Tarjeta;Sí;15;Combo;Julián;Noche;5.6;2;18;15
VTA00550;2/4/2025;11:29;Avenida Colón 608;Mix de Frutos Secos;Snacks;;1;714.53;714.53;Delivery;App;No;0;Happy Hour;Julián;Tarde;10.7;1;48;47
VTA00551;25/2/2025;17:25;San Lorenzo 25, Nueva Córdoba;Vainilla Latte Helado;Bebida Espresso Helada;Pequeño;4;1484.3;5937.2;Delivery;App;Sí;0;Ninguna;Julián;Noche;10.5;5;17;13
VTA00552;15/3/2025;12:30;San Lorenzo 25, Nueva Córdoba;Wrap de Pollo y Vegetales;Sándwiches;;2;1497.85;2995.7;Delivery;Efectivo;No;0;Happy Hour;Marcos;Tarde;8.1;1;21;19
VTA00553;14/2/2025;16:34;Avenida Colón 608;Muffin de Arándanos;Bakery;;4;1060.88;4243.52;Delivery;App;No;0;Ninguna;Camila;Noche;3.2;3;41;37
VTA00554;25/1/2025;16:00;Calle San Lorenzo 47;Café del Día;Bebida Espresso Caliente;Grande;1;1778.4;1778.4;En tienda;Efectivo;No;0;Combo;Sofía;Mañana;9.5;4;24;23
VTA00555;5/3/2025;16:29;Calle San Lorenzo 47;Té Helado de Hibiscus;Té Helado;;2;1629.37;3258.74;Delivery;App;No;0;Ninguna;Marcos;Tarde;14.4;1;25;23
VTA00556;8/4/2025;10:29;San Lorenzo 25, Nueva Córdoba;Croissant de Manteca;Bakery;;2;1049.14;2098.28;Delivery;Tarjeta;No;0;Ninguna;Luis;Noche;2.1;5;42;40
VTA00557;27/3/2025;16:17;Avenida Colón 608;Latte Helado;Bebida Espresso Helada;Pequeño;5;1348.13;6740.65;Take Away;Efectivo;No;0;2x1;Luis;Noche;13.8;3;40;35
VTA00558;20/1/2025;16:50;Calle San Lorenzo 47;House Blend;Café en Granos;;2;2627.92;5255.84;En tienda;App;Sí;0;2x1;Florencia;Tarde;8.1;5;38;36
VTA00559;2/1/2025;10:12;San Lorenzo 25, Nueva Córdoba;Café del Día;Bebida Espresso Caliente;Tall;2;1766.09;3532.18;En tienda;App;No;0;Ninguna;Camila;Noche;4.4;3;11;9
VTA00560;2/4/2025;12:08;Avenida Colón 608;Budín de Limón;Bakery;;2;963.47;1926.94;Delivery;Efectivo;No;0;2x1;Marcos;Noche;9.6;1;36;34
VTA00561;6/1/2025;17:45;Córdoba Shopping;Fosforito de Jamón y Queso;Sándwiches;;1;1950.33;1950.33;Take Away;Efectivo;Sí;10;Combo;Sofía;Mañana;6.8;4;39;38
VTA00562;25/3/2025;13:34;Córdoba Shopping;Croissant de Manteca;Bakery;;4;986.7;3946.8;En tienda;Tarjeta;No;0;2x1;Luis;Mañana;5.0;3;38;34
VTA00563;31/1/2025;10:05;Córdoba Shopping;Té Verde;Té Caliente;;2;1236.81;2473.62;Delivery;Efectivo;No;0;Happy Hour;Julián;Mañana;2.9;5;40;38
VTA00564;3/3/2025;17:30;San Lorenzo 25, Nueva Córdoba;Taza Edición Especial;Merchandising;;3;2559.35;7678.05;Take Away;App;No;0;2x1;Luis;Noche;3.4;4;48;45
VTA00565;25/3/2025;08:57;Calle San Lorenzo 47;Croissant Relleno con Crema de Avellanas;Bakery;;2;1451.46;2902.92;Take Away;Tarjeta;No;0;Ninguna;Florencia;Tarde;10.4;1;29;27
VTA00566;9/4/2025;20:40;Avenida Colón 608;Mocha;Bebida Espresso Caliente;Tall;2;1584.12;3168.24;Delivery;App;No;0;Ninguna;Marcos;Tarde;9.1;4;43;41
VTA00567;10/3/2025;11:17;San Lorenzo 25, Nueva Córdoba;Té Verde en Hebras;Té;;2;1930.21;3860.42;Delivery;Efectivo;No;0;Ninguna;Marcos;Tarde;12.6;4;44;42
VTA00568;26/2/2025;14:53;Avenida Colón 608;Té Verde en Hebras;Té;;4;1600.38;6401.52;En tienda;Tarjeta;Sí;0;Happy Hour;Julián;Noche;7.5;1;41;37
VTA00569;2/4/2025;13:35;Calle San Lorenzo 47;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Grande;5;1314.66;6573.3;Delivery;App;No;0;Ninguna;Sofía;Tarde;12.5;5;16;11
VTA00570;10/2/2025;07:55;Avenida Colón 608;Té Verde en Hebras;Té;;4;1924.59;7698.36;En tienda;Efectivo;Sí;10;2x1;Luis;Noche;13.5;4;16;12
VTA00571;27/2/2025;17:36;Avenida Colón 608;Skinny Vainilla Latte Helado;Bebida Espresso Helada;Venti;3;1682.79;5048.37;Delivery;Efectivo;Sí;15;2x1;Sofía;Tarde;12.6;2;37;34
VTA00572;8/1/2025;12:17;Calle San Lorenzo 47;Té Verde en Hebras;Té;;4;1638.44;6553.76;En tienda;App;No;0;Ninguna;Camila;Noche;10.7;1;20;16
